Well,Curve,Dye,CT,Cycle 1,Cycle 2,Cycle 3,Cycle 4,Cycle 5,Cycle 6,Cycle 7,Cycle 8,Cycle 9,Cycle 10,Cycle 11,Cycle 12,Cycle 13,Cycle 14,Cycle 15,Cycle 16,Cycle 17,Cycle 18,Cycle 19,Cycle 20,Cycle 21,Cycle 22,Cycle 23,Cycle 24,Cycle 25,Cycle 26,Cycle 27,Cycle 28,Cycle 29,Cycle 30,Cycle 31,Cycle 32,Cycle 33,Cycle 34,Cycle 35,Cycle 36,Cycle 37,Cycle 38,Cycle 39,Cycle 40
A1,amp0,SYBR,13.44,20.21,10.4,6.55,0.89,-0.89,0.22,1.63,5.88,20.28,48.07,95.2,170.21,294.29,479.12,744.23,1066.38,1408.32,1727.57,2001.62,2218.32,2376.72,2490.32,2568.95,2627.96,2668.97,2701.73,2723.94,2741.15,2752.32,2760.69,2768.92,2776.09,2781.35,2782.85,2783.01,2784.05,2785.34,2788.37,2786.47,2781.26
A2,amp0,SYBR,13.1,22.24,10.1,6.1,3.23,0.39,-1.85,2.21,7.16,25.85,54.43,109.99,203.18,347.13,567.45,866.95,1234.69,1603.6,1935.89,2208.43,2415.03,2563.96,2668.08,2737.54,2786.3,2820.64,2847.68,2867.25,2882.49,2891.31,2897.91,2900.35,2904.37,2904.75,2907.49,2908.12,2908.78,2907.44,2906.21,2905.63,2904.55
A11,amp0,SYBR,23.65,7.54,5.36,2.96,5.85,1.51,1.54,3.73,0.52,-3.91,-1.31,-6.01,-4.11,-3.37,-1.47,-2.69,-0.4,2.99,13.45,26.73,50.01,90.82,157.9,270.75,439.45,680.93,1000.98,1365.99,1709.56,2010.98,2249.85,2424.05,2545.96,2628.79,2689.34,2732.31,2765.11,2789.63,2810.21,2824.4,2834.61
A12,amp0,SYBR,23.44,10.46,3.83,6.62,3.97,2.92,-0.15,-0.38,-2.04,-1.4,-1.04,-2.51,-2.75,-1.52,-5.21,-1.15,-0.03,2.75,12.9,27.39,57.83,99.47,173.32,298.36,481.7,744.48,1083.49,1447.59,1782.11,2060.83,2274.51,2426.48,2532.43,2603.07,2653.26,2688.86,2716.24,2735.48,2751.51,2762.87,2771.07
A13,amp0,SYBR,27.74,3.21,3.64,1.64,0.88,4.31,-0.54,1.87,3.04,2.18,-0.83,0.3,-3.49,-0.68,-5.96,-4.64,-2.92,-3.59,-3.57,-0.53,1.63,2.26,12.52,28.81,50.69,90.51,156.81,258.17,422.71,657.57,979.38,1362.26,1731.8,2062.68,2331.83,2532.35,2673.32,2768.76,2833.21,2869.63,2885.75
A14,amp0,SYBR,27.61,7.41,6.39,1.03,6.16,2.52,3.43,2.08,-0.33,1.43,-3.08,1.31,-1.19,-3.16,-4.21,-3.68,-7.11,-2.59,-2.61,-0.58,2.06,3.24,14.82,25.89,51.63,94.86,161.75,273.45,444.87,693.61,1007.14,1352.65,1673.74,1946.51,2154.78,2304.7,2406.72,2475.44,2520.91,2552.76,2578.89
A15,amp0,SYBR,27.23,6.51,3.61,1.77,4.12,2.43,3.19,3.04,1.8,-0.65,-2.51,0.54,-0.5,-2.28,-6.0,-4.82,-2.85,-3.08,-1.56,-0.87,0.69,6.24,11.55,32.7,60.31,113.59,195.45,328.38,532.36,806.69,1145.64,1470.39,1755.32,1979.63,2141.47,2252.52,2325.89,2375.44,2410.69,2436.03,2457.13
A16,amp0,SYBR,32.39,2.71,-1.9,1.0,2.83,-1.11,1.54,0.58,3.48,0.59,-0.25,1.06,-2.07,1.64,-0.19,-1.32,-2.2,-1.67,-2.41,-1.82,1.55,-2.97,-2.1,-1.14,-0.8,2.14,10.42,20.48,32.88,63.01,109.5,185.13,304.76,493.56,755.36,1100.59,1478.29,1831.59,2134.18,2372.22,2562.34
A17,amp0,SYBR,31.9,4.04,-0.48,3.01,2.23,1.4,3.2,-1.44,0.6,3.73,-0.38,1.61,0.55,-2.61,-1.88,-1.77,-1.93,-2.52,-2.39,-2.75,-3.91,-4.08,-0.85,2.06,1.1,3.67,11.42,27.93,45.96,81.0,140.3,238.34,392.77,619.66,929.8,1311.95,1679.42,2008.68,2273.87,2468.99,2617.59
A18,amp0,SYBR,31.29,7.33,2.35,0.63,0.1,2.83,1.71,4.39,4.65,2.54,4.08,-1.09,0.78,-1.41,-3.42,-2.06,-2.92,-5.36,-4.0,-3.47,-6.11,-1.73,-1.6,0.76,1.91,1.71,17.58,32.92,58.62,106.06,183.43,314.1,513.07,796.77,1165.61,1548.48,1896.91,2183.79,2397.23,2544.65,2653.19
A19,amp0,SYBR,"",-2.58,-1.55,-2.24,0.27,0.09,1.04,0.24,1.28,0.67,-0.01,1.26,-1.26,1.3,1.07,-1.53,1.99,2.27,1.46,0.24,-0.69,1.02,-0.75,0.29,0.64,-0.58,-2.33,-1.32,-0.57,-1.92,-0.28,-0.78,0.33,-1.73,-1.22,0.74,1.91,0.44,-0.23,1.96,2.66
A20,amp0,SYBR,"",0.83,-1.96,1.86,2.03,-2.29,2.44,-2.57,2.63,0.77,-0.51,0.03,0.41,1.43,3.24,0.18,-1.34,-2.11,1.43,1.35,1.75,0.09,0.49,0.58,2.21,-0.16,0.03,-3.86,-4.31,-1.33,-2.92,-0.94,-3.85,-0.88,-5.14,-1.54,0.2,1.34,-2.22,7.13,11.8
A3,amp0,SYBR,12.78,25.02,10.42,6.9,2.99,0.83,-1.1,1.15,8.39,27.29,61.02,125.48,230.77,397.82,650.71,991.08,1392.5,1775.88,2115.04,2384.82,2582.28,2720.85,2817.22,2883.32,2927.28,2957.83,2979.9,2997.77,3009.7,3017.33,3021.87,3024.59,3027.74,3027.1,3028.2,3027.98,3028.22,3024.94,3022.63,3021.78,3021.34
A21,amp0,SYBR,"",-1.42,-4.37,-2.87,-2.27,0.74,0.99,0.83,-2.88,2.45,2.52,-0.96,2.72,2.07,1.59,-0.76,0.32,1.47,-1.27,2.8,2.38,-0.01,-1.22,1.62,-1.61,-1.09,2.6,2.08,0.4,-2.21,-2.31,-3.92,-2.15,-1.19,-3.12,-3.04,-0.16,-1.86,3.26,2.96,6.37
A4,amp0,SYBR,17.3,12.16,4.99,4.27,3.15,1.74,1.24,-0.93,-4.46,-2.07,-0.51,1.38,8.39,26.39,53.62,106.36,185.47,313.58,509.89,799.89,1176.17,1607.99,2020.38,2384.66,2681.54,2902.28,3063.96,3177.8,3260.55,3321.36,3365.64,3402.33,3431.08,3456.49,3474.85,3490.01,3501.63,3512.03,3521.32,3525.28,3526.24
A5,amp0,SYBR,17.21,14.58,7.45,5.42,3.67,1.78,-0.35,0.15,-2.35,-4.79,-3.22,1.18,11.88,28.11,55.85,104.99,189.51,324.47,535.84,827.0,1212.36,1629.83,2021.16,2356.68,2616.44,2802.79,2932.97,3024.54,3088.81,3134.01,3168.45,3194.33,3215.68,3230.17,3243.0,3252.04,3261.14,3266.8,3271.74,3271.66,3269.31
A6,amp0,SYBR,17.12,13.05,4.09,5.3,3.81,1.93,0.93,-0.27,-2.66,-6.87,-3.38,3.03,11.72,28.56,58.2,106.06,198.16,337.93,558.33,865.44,1258.46,1670.08,2046.26,2356.76,2589.26,2753.39,2865.3,2943.83,2997.87,3038.18,3068.03,3089.34,3107.42,3118.31,3129.81,3138.0,3145.69,3150.99,3153.4,3155.91,3157.02
A7,amp0,SYBR,21.49,10.86,3.86,3.57,4.58,3.02,1.66,0.32,-2.31,-3.68,-4.37,-3.56,-4.73,-3.1,-1.78,3.31,12.81,25.34,53.5,93.52,169.75,284.8,466.89,733.0,1078.79,1474.77,1846.92,2169.74,2425.89,2613.94,2743.68,2832.07,2892.72,2936.89,2969.58,2993.94,3011.94,3025.68,3037.51,3046.86,3052.7
A8,amp0,SYBR,21.19,10.77,5.48,4.69,2.84,3.57,2.63,4.24,-1.71,-2.91,-5.02,-5.4,-4.15,-3.53,-1.3,5.99,12.95,29.5,58.25,110.49,194.4,330.87,538.88,834.07,1205.14,1597.77,1953.56,2247.02,2467.31,2620.95,2724.63,2794.32,2843.96,2878.53,2904.34,2923.57,2938.6,2950.91,2960.95,2967.81,2971.4
A9,amp0,SYBR,20.68,6.79,7.46,4.19,6.41,4.54,2.11,1.37,-3.63,-3.27,-2.94,-6.43,-4.75,-3.32,-0.34,2.5,16.78,40.8,76.07,138.77,249.8,420.8,679.05,1034.41,1446.3,1835.29,2172.73,2432.47,2616.75,2739.4,2822.85,2878.99,2918.54,2945.65,2965.94,2982.05,2994.55,3004.27,3012.6,3017.46,3019.09
A10,amp0,SYBR,23.86,7.0,5.53,2.57,2.82,2.64,1.95,2.91,2.13,-2.55,-1.73,-3.96,-2.19,-3.97,-3.8,-2.54,-0.96,6.43,10.03,24.64,45.27,84.92,146.74,247.16,401.94,628.62,939.16,1316.61,1682.18,2015.36,2290.77,2500.42,2651.55,2755.83,2830.32,2883.31,2924.35,2954.27,2978.29,2996.87,3012.81
